skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
DSD-ZR-M4,ZR Mamelon M4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-MM3,ZR Mast Modifier MM3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-MM4,ZR Mast Modifier MM4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-ND2,ZR Neck Den ND2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-ND3,Matchmaker ZR Neck Den 15g ND3,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-ND4,Matchmaker ZR Neck Den 15g ND4,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-OC1,ZR Occlusal OC1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-OC3,ZR Occlusal OC3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-OP-B,ZR Opal Blue (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-O,ZR Opal Orange (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-OL10,ZR Opal OL10 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-OL7,ZR Opal OL7 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-OL8,ZR Opal OL8 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-OL9,ZR Opal OL9 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-OP-W,ZR Opal White (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-S32,ZR Shoulder S32 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-S33,ZR Shoulder S33 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-S35,ZR Shoulder S35 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-SD1,ZR Opac Den SD1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-SD2,ZR Opac Den SD2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-SD3,ZR Opac Den SD3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-SD4,ZR Opac Den SD4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-SD5,ZR Opac Den SD5 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-1,ZR STAIN #1(White)2.5g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-2,ZR STAIN Yellow #2 (2.5g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-4,ZR STAIN #4(Orange Brown)2.5g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-7,ZR STAIN #7(Blue)2.5g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-A,ZR STAIN #A(2.5g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-B,ZR STAIN #B(2.5g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-C,ZR STAIN #C (2.5g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-STAIN-D,ZR STAIN D(2.5g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC01,ZR Emamel Clear (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC01-50,ZR Emamel Clear (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC02,ZR Emamel Neutral (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC02-50,ZR Emamel Neutral (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC03,ZR Emamel OT (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-TC03-50,ZR Emamel OT (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DT-02040,Freeprint Denture Pink-trasp (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02076,Freeprint Splint 2.0 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02099,Freeprint Model 2.0 Light Grey (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02128,Freeprint Model 2.0 Sand (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02177,Freeprint Model 2.0 Grey (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02332,Freeprint Model T (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02376,Freeprint Crown A1 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02378,Freeprint Crown A2 (500g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02415,Freeprint Crown A2 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02417,Freeprint Crown A3 (500g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02446,Freeprint Crown A3 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02505,Freeprint Tray 2.0 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02632,Freeprint Cast 2.0 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02843,Freeprint Gingiva (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02845,Freeprint Crown BL (500g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-02850,Freep Model 2.0 Caramel (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,其他,其他,其他
DT-02884,Freeprint Crown BL (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-03,Detax Shell 樹脂料,DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,,unmatched,false,,其他,其他,其他
DT-03016,Medicalprint shell Beige 2.0 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,,unmatched,false,,其他,其他,其他
DT-03105,Freeprint Model WW (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-03608,Luxaprint 3D mould 385 Clear (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,,unmatched,false,,其他,其他,其他
DT-03989,Freeprint Ortho (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04016,Medicalprint mould Clear (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,,unmatched,false,,其他,其他,其他
DT-04062,Freeprint Temp A1 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04063,Freeprint Temp A2 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04064,Freeprint Temp A3 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04092,Freeprint Denture Pink (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04101,Freeprint Denture Tray A2 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04249,Freeprint IBT (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04427,Freeprint Tryin A2 (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04432,Freeprint splintmaster Flex 1000g,DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04433,Freeprint splintmaster Taff 1000g,DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DT-04436,Denture impact pink-transparent (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,其他,其他,其他
DT-04625,Denture Flex pink-transparent(1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,其他,其他,其他
DT-04626,Denture Flex Clear (1000g),DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,其他,其他,其他
DT-09900-2,Freeprint flex(1000g）,DETAX,additive-manufacturing,print-resin,material,approved_rule,official_sku_rule,DT-ALL,exact_unique,false,,設備,設備,3D列印機
DUM-01,全鑽切片-4911-210-1,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-02,全鑽切片-6813-220-1,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-03,全鑽切片 7412-210-1,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-04,鑽石膏,Dumont,lab-production,investment-gypsum,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,包埋 / 石膏
DUM-05,半鑽切片 350,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-06,全鑽切片 4913F-220-1,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-07,全鑽切片 4913-210-1,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7701/035Y,全鑽石針(小) 7701-035Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7704/037Y,全鑽石針(小) 7704/037Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7704/047Y,全鑽石針(小) 7704/047Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7704/080Y,全鑽石針(大) 7704/080Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7704S/027Y,全鑽石針(小) 7704S/027Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7704S/047Y,全鑽石針(小) 7704S/047Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7705/027Y,全鑽石針(小) 7705/027Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7705/047Y,全鑽石針(小) 7705/047Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7705/080Y,全鑽石針(大) 7705/080Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7707/029Y,全鑽石針(小) 7707/029Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7709/080Y,全鑽石針(大) 7709/080Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7718/080Y,全鑽石針(小) 7718/080Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7725/047Y,全鑽石針(小) 7725/047Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7737/031Y,全鑽石針(小) 7737/031Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7737/050Y,全鑽石針(大) 7737/050Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7737L/023Y,全鑽石針(小) 7737L/023Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7737L/031Y,全鑽石針(小) 7737L/031Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7738/031Y,全鑽石針(小) 7738/031Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7738/050Y,全鑽石針(大) 7738/050Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7738L/023Y,全鑽石針(小) 7738L/023Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7738L/031Y,全鑽石針(小) 7738L/031Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7745/031Y,全鑽石針(小) 7745/031Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
DUM-7745/050Y,全鑽石針(大) 7745/050Y,Dumont,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,,unmatched,false,,耗材,耗材,車針 / 鑽針
